vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,1,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,2,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,3,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,4,3
99.9,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,5,3
98.21,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,6,3
93.47,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,7,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,1,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,2,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,3,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,4,3
99.92,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,5,3
98.51,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,6,3
93.85,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,7,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,1,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,2,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,3,3
99.95,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,4,3
99.94,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,5,3
99.76,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,6,3
96.51,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,7,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,1,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,2,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,3,3
99.95,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,4,3
99.94,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,5,3
99.74,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,6,3
96.81,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,7,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,1,3
99.97,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,2,3
99.96,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,3,3
99.82,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,4,3
99.19,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,5,3
96.83,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,6,3
91.55,3.384,0.212,0.406,0.792,-1.004,0.364,0,1.01,-0.659,7,7,3
99.23,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,1,4
98.94,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,2,4
98.46,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,3,4
97.54,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,4,4
96.09,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,5,4
93.52,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,6,4
90.08,-0.521,1.164,0.298,-0.13,1.42,0.288,1,-0.468,0.558,1,7,4
97.88,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,1,6
97.6,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,2,6
97.21,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,3,6
96.64,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,4,6
95.81,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,5,6
94.41,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,6,6
92.34,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,7,6
97.98,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,1,6
97.67,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,2,6
97.26,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,3,6
96.62,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,4,6
95.69,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,5,6
94.21,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,6,6
92.0,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,7,6
97.88,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,1,6
97.6,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,2,6
97.21,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,3,6
96.64,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,4,6
95.81,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,5,6
94.41,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,6,6
92.34,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,7,6
97.98,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,1,6
97.67,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,2,6
97.27,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,3,6
96.62,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,4,6
95.69,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,5,6
94.21,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,6,6
92.0,-0.584,-0.264,0.748,-0.502,0.057,0.775,0,-0.463,-0.457,6,7,6
98.58,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,1,6
98.23,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,2,6
97.69,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,3,6
96.87,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,4,6
95.77,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,5,6
94.3,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,6,6
92.1,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,7,6
98.76,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,1,6
98.39,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,2,6
97.79,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,3,6
96.94,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,4,6
95.82,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,5,6
94.36,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,6,6
92.09,-0.584,0.212,0.444,-0.194,0.066,0.477,0,-0.463,-0.134,6,7,6
98.48,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,1,6
98.18,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,2,6
97.77,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,3,6
97.16,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,4,6
96.4,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,5,6
95.24,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,6,6
93.48,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,7,6
98.28,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,1,6
97.99,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,2,6
97.6,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,3,6
97.05,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,4,6
96.32,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,5,6
95.25,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,6,6
93.54,-0.514,-0.422,0.743,-0.372,0.06,0.775,0,-0.346,-0.473,6,7,6
99.35,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.69,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
97.1,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
92.03,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
91.43,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
87.42,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
82.42,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.44,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.95,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
97.33,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
91.41,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
91.29,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
87.51,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
82.51,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.8,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
99.24,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
97.28,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
90.77,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
90.41,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
85.84,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
80.41,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.31,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.46,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.23,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
89.6,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
89.46,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
84.98,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
79.82,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.24,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.43,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
95.96,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
87.81,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
87.86,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
83.0,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
77.62,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.36,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.6,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.18,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
88.11,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
88.09,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
83.13,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
77.34,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.53,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
99.01,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
97.24,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
89.94,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
89.88,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
84.83,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
78.79,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
99.04,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
98.26,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.4,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
91.29,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
90.88,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
87.21,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
82.43,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
97.26,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
96.73,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.07,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
94.95,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
93.44,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
91.23,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
87.86,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
97.13,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
96.83,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.41,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
95.72,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
94.74,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
93.35,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
91.14,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
98.52,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
97.98,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
97.21,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
95.42,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
94.09,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
91.61,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
87.97,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
98.51,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,1,6
97.83,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,2,6
96.99,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,3,6
95.5,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,4,6
93.46,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,5,6
90.54,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,6,6
86.58,0.008,-1.057,-0.511,-0.304,-1.808,-0.539,0,0.113,-1.199,7,7,6
