cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
10,99.98,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
15,99.97,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
20,99.67,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
25,98.78,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
30,97.48,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
35,95.4,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
40,92.31,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
10,99.4,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
15,98.79,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
20,97.75,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
25,95.6,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
30,93.41,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
35,89.21,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
40,83.49,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
10,99.71,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
15,99.41,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
20,98.72,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
25,96.9,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
30,95.21,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
35,91.62,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
40,86.02,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
10,99.85,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
15,99.75,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
20,99.67,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
25,99.19,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
30,98.18,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
35,95.61,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
40,92.79,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
10,99.24,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
15,98.95,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
20,98.65,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
25,97.82,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
30,96.66,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
35,94.63,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
40,91.21,1.4,0.05,6.91,14.5,75.23,6.86,2,3.05,5.82,30,"(1920, 1080)"
10,98.45,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,98.12,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.12,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,96.97,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.83,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,93.99,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,91.03,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,98.06,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,97.7,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.33,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,96.67,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.65,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,94.07,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,91.21,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,97.86,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,97.53,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.23,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,96.64,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.83,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,94.31,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,91.99,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,98.11,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,97.75,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.34,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,96.67,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.66,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,94.02,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,91.4,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,98.46,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,98.08,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.54,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,96.76,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.59,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,93.71,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,90.59,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,98.82,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
15,98.43,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
20,97.94,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
25,97.13,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
30,95.87,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
35,93.65,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
40,90.31,0.28,0.1,7.17,4.81,86.78,6.99,0,0.35,7.19,30,"(352, 288)"
10,99.99,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.98,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.96,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,98.1,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,98.17,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,96.24,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,89.7,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.96,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.9,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.63,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,92.82,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,92.94,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,89.72,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,81.87,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.95,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.94,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.77,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,93.23,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,93.29,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,90.09,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,83.04,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.93,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.81,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.49,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,96.47,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,96.21,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,92.65,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,86.94,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.52,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.43,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.3,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,98.85,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,98.32,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,97.19,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,94.85,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.06,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,98.98,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,98.91,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,98.58,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,98.17,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,97.09,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,94.32,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.79,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.77,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.73,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,99.61,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,99.48,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,99.11,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,98.01,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,98.92,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,98.75,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,98.5,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,97.96,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,97.2,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,95.61,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,92.84,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,99.45,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,99.35,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,99.17,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,98.66,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,97.92,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,96.01,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,92.22,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,98.46,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,98.42,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,98.3,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,98.16,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,97.86,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,97.3,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,96.32,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,97.81,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,97.76,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,97.65,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,97.56,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,97.4,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,97.16,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,96.89,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,97.89,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
15,97.85,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
20,97.78,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
25,97.69,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
30,97.56,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
35,97.37,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
40,96.92,0,0.01,2.56,0.96,54.62,2.62,0,0.02,3.88,60,"(1920, 1080)"
10,97.74,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
15,97.24,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
20,96.96,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
25,96.42,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
30,95.61,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
35,94.26,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
40,91.96,0.11,0.06,5.78,2.22,75.43,5.9,0,0.09,4.52,30,"(176, 144)"
10,99.98,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
15,99.98,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
20,99.8,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
25,98.49,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
30,95.96,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
35,92.61,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
40,88.01,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
10,99.98,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
15,99.98,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
20,99.95,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
25,99.17,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
30,97.16,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
35,93.7,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
40,88.67,0.35,0.25,7.84,15.09,165.27,7.66,0,0.12,21.27,30,"(352, 288)"
10,98.15,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,97.83,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.42,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.72,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.65,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,93.86,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,91.29,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,97.82,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,97.56,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.23,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.68,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.79,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,94.25,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,91.67,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,97.71,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,97.48,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.21,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.67,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.89,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,94.59,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,92.37,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,97.82,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,97.55,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.19,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.63,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.67,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,94.23,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,91.99,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,98.13,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,97.8,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.4,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.73,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.59,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,93.79,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,91.11,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,98.39,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
15,98.07,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
20,97.66,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
25,96.72,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
30,95.52,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
35,93.31,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
40,90.39,0.15,0.15,7.12,3.57,94.22,6.94,0,0.15,8.12,30,"(176, 144)"
10,85.64,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
15,85.61,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
20,85.56,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
25,83.13,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
30,83.2,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
35,81.9,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
40,80.71,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
10,86.61,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
15,86.57,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
20,86.6,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
25,84.23,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
30,84.12,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
35,82.68,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
40,80.92,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
10,88.16,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
15,88.16,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
20,88.18,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
25,86.37,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
30,86.07,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
35,84.48,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
40,82.18,0.1,0,6.01,1.6,13.68,6.03,0,0.21,1.32,60,"(4096, 2160)"
10,99.99,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
15,99.99,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
20,99.99,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
25,99.97,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
30,99.97,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
35,99.94,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
40,98.48,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
10,96.59,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
15,96.59,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
20,96.6,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
25,93.58,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
30,93.6,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
35,92.55,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
40,89.49,0.61,0.05,7.62,4.67,60.88,7.61,0,0.78,3.68,60,"(4096, 2160)"
10,98.38,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
15,98.19,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
20,97.94,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
25,97.52,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
30,96.74,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
35,95.53,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
40,93.18,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
10,98.38,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
15,98.2,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
20,97.92,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
