vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
0.819,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.833333333333333,1
0.8071,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,1,1
0.8661,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0,1
0.8657,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.166666666666667,1
0.866,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.333333333333333,1
0.8423,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.5,1
0.8412,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.666666666666667,1
0.8268,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.833333333333333,1
0.8092,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,1,1
0.8816,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0,1
0.8816,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.166666666666667,1
0.8818,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.333333333333333,1
0.8637,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.5,1
0.8607,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.666666666666667,1
0.8448,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.833333333333333,1
0.8218,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,1,1
0.9999,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0,1
0.9999,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.166666666666667,1
0.9999,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.333333333333333,1
0.9997,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.5,1
0.9997,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.666666666666667,1
0.9994,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.833333333333333,1
0.9848,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,1,1
0.9659,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0,1
0.9659,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.166666666666667,1
0.966,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.333333333333333,1
0.9358,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.5,1
0.936,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.666666666666667,1
0.9255,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,0.833333333333333,1
0.8949,0.61,0.05,0.757,-0.403,-0.673,0.785,-0.188,-0.847,1,1,1
0.9838,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0,0.6
0.9819,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.166666666666667,0.6
0.9794,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.333333333333333,0.6
0.9752,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.5,0.6
0.9674,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.666666666666667,0.6
0.9553,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.833333333333333,0.6
0.9318,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,1,0.6
0.9838,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0,0.6
0.982,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.166666666666667,0.6
0.9792,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.333333333333333,0.6
0.975,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.5,0.6
0.968,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.666666666666667,0.6
0.9554,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,0.833333333333333,0.6
0.9339,0.16,0.12,0.528,-0.126,2.392,0.548,-0.415,1.452,0.25,1,0.6
0.9846,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0,0.8
0.9731,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.166666666666667,0.8
0.9598,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.333333333333333,0.8
0.9479,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.5,0.8
0.9418,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.666666666666667,0.8
0.9293,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.833333333333333,0.8
0.9078,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,1,0.8
0.9941,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0,0.8
0.9836,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.166666666666667,0.8
0.9705,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.333333333333333,0.8
0.9588,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.5,0.8
0.9531,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.666666666666667,0.8
0.9402,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,0.833333333333333,0.8
0.9191,0.59,0.11,0.603,0.338,-0.191,0.662,-0.267,-0.139,0.75,1,0.8
0.8649,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0,0.8
0.865,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.166666666666667,0.8
0.8652,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.333333333333333,0.8
0.8389,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.5,0.8
0.839,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.666666666666667,0.8
0.8355,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.833333333333333,0.8
0.8215,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,1,0.8
0.8743,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0,0.8
0.8742,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.166666666666667,0.8
0.8744,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.333333333333333,0.8
0.8466,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.5,0.8
0.847,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.666666666666667,0.8
0.8445,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,0.833333333333333,0.8
0.8301,1.16,0.06,0.612,0.338,-0.929,0.69,0.039,-0.766,0.875,1,0.8
0.9817,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0,0.6
0.9786,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.166666666666667,0.6
0.9768,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.333333333333333,0.6
0.9726,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.5,0.6
0.9662,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.666666666666667,0.6
0.9533,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.833333333333333,0.6
0.9339,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,1,0.6
0.9851,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0,0.6
0.9824,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.166666666666667,0.6
0.9799,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.333333333333333,0.6
0.9753,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.5,0.6
0.9674,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.666666666666667,0.6
0.9547,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,0.833333333333333,0.6
0.9296,0.64,0.13,0.556,-0.082,0.842,0.6,-0.141,0.655,0.25,1,0.6
0.9921,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9887,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.9831,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9721,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.9548,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9286,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.8904,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.9856,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9832,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.979,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9722,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.9596,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9406,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.9106,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.9805,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9777,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.9736,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9679,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.9582,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9432,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.9183,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.986,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9837,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.9803,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9736,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.9625,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9458,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.9184,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.9839,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9811,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.9771,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9697,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.958,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9401,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.9135,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.9844,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0,0.6
0.9821,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.166666666666667,0.6
0.9786,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.333333333333333,0.6
0.9725,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.5,0.6
0.9625,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.666666666666667,0.6
0.9461,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,0.833333333333333,0.6
0.9217,0.09,0.19,0.715,-0.162,2.481,0.709,-0.463,2.632,0.25,1,0.6
0.9999,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0,0.8
0.9999,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.166666666666667,0.8
0.9998,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.333333333333333,0.8
0.9085,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.5,0.8
0.9106,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.666666666666667,0.8
0.8598,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.833333333333333,0.8
0.7667,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,1,0.8
0.9978,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0,0.8
0.9948,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.166666666666667,0.8
0.991,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.333333333333333,0.8
0.9016,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.5,0.8
0.9036,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.666666666666667,0.8
0.8565,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,0.833333333333333,0.8
0.7735,1.75,0.19,0.547,1.999,1.307,0.529,0.482,1.869,0.75,1,0.8
0.9972,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0,0.8
0.9972,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.166666666666667,0.8
0.9973,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.333333333333333,0.8
0.8844,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.5,0.8
0.8846,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.666666666666667,0.8
0.8876,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.833333333333333,0.8
0.8409,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,1,0.8
0.9838,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0,0.8
0.9824,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.166666666666667,0.8
0.9821,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.333333333333333,0.8
0.8756,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.5,0.8
0.8766,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.666666666666667,0.8
0.8788,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,0.833333333333333,0.8
0.8318,2.6,0.15,0.547,2.044,0.722,0.529,0.846,0.229,0.875,1,0.8
0.9997,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0,0.4
0.9996,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.166666666666667,0.4
0.9982,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.333333333333333,0.4
0.9958,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.5,0.4
0.9893,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.666666666666667,0.4
0.972,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.833333333333333,0.4
0.9287,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,1,0.4
0.9997,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0,0.4
0.9988,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.166666666666667,0.4
0.9958,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.333333333333333,0.4
0.9925,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.5,0.4
0.9839,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.666666666666667,0.4
0.9637,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.833333333333333,0.4
0.9219,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,1,0.4
0.9997,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0,0.4
0.9997,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.166666666666667,0.4
0.9992,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.333333333333333,0.4
0.9973,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.5,0.4
0.9909,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.666666666666667,0.4
0.971,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,0.833333333333333,0.4
0.9256,2.24,0.04,0.284,1.267,-0.969,0.364,1.432,-0.954,0.75,1,0.4
0.9997,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0,0.4
0.9996,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.166666666666667,0.4
0.9996,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.333333333333333,0.4
0.9624,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.5,0.4
0.9675,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.666666666666667,0.4
0.8704,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.833333333333333,0.4
0.7429,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,1,0.4
0.9997,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0,0.4
0.9996,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.166666666666667,0.4
0.9996,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.333333333333333,0.4
0.9731,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.5,0.4
0.9744,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.666666666666667,0.4
0.8808,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,0.833333333333333,0.4
0.7594,5.55,0.09,0.392,2.247,-0.756,0.449,1.97,-0.713,0.75,1,0.4
0.9997,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0,0.4
0.9968,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.166666666666667,0.4
0.9881,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.333333333333333,0.4
0.9779,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.5,0.4
0.9647,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.666666666666667,0.4
0.9405,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.833333333333333,0.4
0.899,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,1,0.4
0.9992,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0,0.4
0.9931,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.166666666666667,0.4
0.9802,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.333333333333333,0.4
0.969,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.5,0.4
0.9547,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.666666666666667,0.4
0.9291,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.833333333333333,0.4
0.8852,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,1,0.4
0.9994,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0,0.4
0.9959,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.166666666666667,0.4
0.9852,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.333333333333333,0.4
0.9758,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.5,0.4
0.9617,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.666666666666667,0.4
0.936,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.833333333333333,0.4
0.8917,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,1,0.4
0.9997,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0,0.4
0.998,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.166666666666667,0.4
0.9919,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.333333333333333,0.4
0.9847,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.5,0.4
0.9751,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.666666666666667,0.4
0.9522,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,0.833333333333333,0.4
0.9129,1.79,0.03,0.49,0.629,-1.019,0.534,0.862,-1.251,0.75,1,0.4
0.9797,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0,0.6
0.977,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.166666666666667,0.6
0.9729,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.333333333333333,0.6
0.9668,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.5,0.6
0.9563,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.666666666666667,0.6
0.9359,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.833333333333333,0.6
0.9084,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,1,0.6
0.9783,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0,0.6
0.9763,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.166666666666667,0.6
0.9726,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.333333333333333,0.6
0.9676,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.5,0.6
0.958,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.666666666666667,0.6
0.9448,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,0.833333333333333,0.6
0.9212,0.04,0.19,0.406,-0.77,0.346,0.425,-0.573,0.645,0,1,0.6
0.9868,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0,0.6
0.9832,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.166666666666667,0.6
0.9775,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.333333333333333,0.6
0.9675,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.5,0.6
0.9538,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.666666666666667,0.6
0.9305,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.833333333333333,0.6
0.8923,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,1,0.6
0.9905,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0,0.6
0.9866,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.166666666666667,0.6
0.9806,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.333333333333333,0.6
0.9699,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.5,0.6
0.9529,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.666666666666667,0.6
0.9256,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,0.833333333333333,0.6
0.8838,0.39,0.15,0.748,0.086,0.442,0.775,-0.183,0.289,0.25,1,0.6
0.9815,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9781,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9727,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9646,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.9545,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9376,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.909,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9947,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9926,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9902,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9862,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
0.978,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.666666666666667,0.2
0.9656,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.833333333333333,0.2
0.9468,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,1,0.2
0.9792,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0,0.2
0.9745,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.166666666666667,0.2
0.9676,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.333333333333333,0.2
0.9574,0.03,0.01,-2.618,-0.98,0.178,-2.619,-0.536,-0.51,0.75,0.5,0.2
